Province,Annee,PIB_habitant_USD,Couverture_vaccinale_pct,Accouchements_qualified_pct,Eau_potable_pct,Assainissement_pct,Paludisme_incidence_p1000,Anemie_femmes_pct,Nutrition_infantile_pct,Depense_sante_PIB_pct,Distance_hopital_km,Education_filles_pct,Contraception_pct,Temperature_moy_C,Precipitation_mm,Densite_pop_km2,ma3_Mortalite,lag1_Mortalite,Mortalite_infantile_p1000,Vaccination_complete_pct,Province_enc,lag1_Mortalite_p1000,lag1_Vaccination_pct,ma3_Vaccination,lag1_Accouchements_pct,ma3_Accouchements,lag1_Vaccination_complete_pct,ma3_Vaccination_complete_pct,lag1_Accouchements_qualified_pct,ma3_Accouchements_qualified_pct
Mombasa_Cote,2020,1195.6,75.55,90.49,81.89,47.39,126.7,15.68,49.18,4.33,26.8,68.62,53.98,22.6,928.0,951.5,23.123333333333335,49.65,22.4,92.93,9,22.54,93.29,92.15000000000002,95.64,93.46666666666665,93.29,92.15000000000002,95.64,93.46666666666665
Mombasa_Cote,2021,1235.9,77.69,97.45,81.28,51.73,110.1,9.09,44.88,6.55,24.2,77.31,66.33,22.4,732.0,886.9,22.39,43.78,22.23,93.63,9,22.4,92.93,93.28333333333335,90.49,94.52666666666669,92.93,93.28333333333335,90.49,94.52666666666669
Mombasa_Cote,2022,1233.2,80.01,94.53,79.29,46.81,52.8,15.67,45.97,5.28,36.9,73.79,62.14,19.8,1064.0,965.5,22.63,42.14,23.26,92.33,9,22.23,93.63,92.96333333333332,97.45,94.15666666666668,93.63,92.96333333333332,97.45,94.15666666666668
Mombasa_Cote,2023,1244.6,76.41,94.3,66.5,51.16,83.6,24.78,44.21,4.74,21.5,75.73,61.59,23.2,704.0,918.6,21.416666666666668,41.66,18.76,94.93,9,23.26,92.33,93.63,94.53,95.42666666666666,92.33,93.63,94.53,95.42666666666666
Oromia,2014,351.1,64.41,55.78,46.4,23.63,235.2,34.32,31.83,4.46,28.1,43.98,25.39,23.3,1012.0,291.0,55.435,65.68,56.1,69.96,10,54.77,66.61,68.285,54.2,54.99,66.61,68.285,54.2,54.99
Oromia,2015,350.4,56.74,54.48,47.36,26.55,267.2,30.37,32.84,4.47,48.2,42.02,22.38,23.8,944.0,252.5,56.59666666666667,68.76,58.92,67.9,10,56.1,69.96,68.15666666666667,55.78,54.82,69.96,68.15666666666667,55.78,54.82
Oromia,2016,347.1,57.49,56.14,46.67,20.27,251.1,32.01,33.48,4.04,40.7,47.42,18.04,24.6,868.0,243.8,56.77333333333333,69.51,55.3,65.61,10,58.92,67.9,67.82333333333334,54.48,55.46666666666667,67.9,67.82333333333334,54.48,55.46666666666667
Oromia,2017,356.6,55.39,60.72,39.56,28.65,234.8,34.6,34.92,5.23,43.0,40.12,27.35,26.2,597.0,269.2,55.949999999999996,66.92,53.63,73.26,10,55.3,65.61,68.92333333333333,56.14,57.11333333333334,65.61,68.92333333333333,56.14,57.11333333333334
Oromia,2018,356.6,56.29,58.33,45.2,29.06,214.3,32.99,33.32,3.8,49.7,46.91,21.86,25.2,915.0,322.0,54.586666666666666,64.95,54.83,71.15,10,53.63,73.26,70.00666666666667,60.72,58.39666666666667,73.26,70.00666666666667,60.72,58.39666666666667
Oromia,2019,361.2,59.07,54.79,49.59,23.26,245.9,32.15,37.98,4.69,41.9,43.11,25.98,22.9,815.0,262.2,52.51333333333333,67.12,49.08,72.89,10,54.83,71.15,72.43333333333334,58.33,57.94666666666666,71.15,72.43333333333334,58.33,57.94666666666666
Oromia,2020,349.3,55.54,55.94,39.74,24.42,252.6,31.42,35.46,4.55,44.0,44.93,23.91,24.9,1161.0,229.5,51.98,66.58,52.03,73.88,10,49.08,72.89,72.64,54.79,56.35333333333333,72.89,72.64,54.79,56.35333333333333
Oromia,2021,373.6,64.97,57.27,49.77,30.27,174.1,30.55,35.56,4.78,44.1,40.94,25.59,21.9,785.0,339.2,51.60666666666666,67.76,53.71,79.14,10,52.03,73.88,75.30333333333333,55.94,56.0,73.88,75.30333333333333,55.94,56.0
Oromia,2022,362.9,63.91,57.01,45.77,28.66,112.0,35.05,35.95,4.24,59.4,44.14,27.29,26.0,634.0,263.5,51.44,68.26,48.58,70.64,10,53.71,79.14,74.55333333333333,57.27,56.74,79.14,74.55333333333333,57.27,56.74
Oromia,2023,356.2,62.77,60.5,48.34,22.42,216.9,33.76,38.77,4.57,51.8,48.07,33.04,23.0,780.0,348.2,49.49666666666667,67.86,46.2,72.44,10,48.58,70.64,74.07333333333332,57.01,58.26,70.64,74.07333333333332,57.01,58.26
SNNPR,2014,313.8,50.62,50.3,46.08,25.21,189.5,41.06,31.43,4.96,42.4,42.77,25.82,24.4,1011.0,282.2,61.455,68.14,61.61,65.95,11,61.3,64.73,65.34,48.58,49.44,64.73,65.34,48.58,49.44
SNNPR,2015,328.7,56.96,49.73,38.32,23.38,221.2,32.03,33.9,4.53,43.9,37.36,19.85,22.6,373.0,286.4,62.873333333333335,73.86,65.71,62.88,11,61.61,65.95,64.52,50.3,49.53666666666666,65.95,64.52,50.3,49.53666666666666
SNNPR,2016,329.3,58.51,47.21,35.02,22.33,226.5,35.09,33.64,3.72,25.1,44.74,21.82,18.0,829.0,279.8,62.03,68.31,58.77,62.83,11,65.71,62.88,63.88666666666666,49.73,49.080000000000005,62.88,63.88666666666666,49.73,49.080000000000005
SNNPR,2017,319.3,55.76,52.73,43.34,21.61,200.6,27.07,32.16,5.03,31.8,40.91,25.79,24.5,710.0,235.2,62.4,69.16,62.72,66.94,11,58.77,62.83,64.21666666666667,47.21,49.88999999999999,62.83,64.21666666666667,47.21,49.88999999999999
SNNPR,2018,326.9,54.97,53.17,46.46,25.68,203.5,30.67,34.71,4.65,39.2,46.17,23.81,20.4,648.0,202.9,58.56333333333333,66.25,54.2,61.91,11,62.72,66.94,63.89333333333334,52.73,51.03666666666667,66.94,63.89333333333334,52.73,51.03666666666667
SNNPR,2019,324.8,54.82,51.44,38.98,26.79,183.5,34.55,30.63,4.41,54.0,45.43,24.56,22.5,752.0,256.2,57.85,68.75,56.63,65.07,11,54.2,61.91,64.64,53.17,52.446666666666665,61.91,64.64,53.17,52.446666666666665
SNNPR,2020,317.8,51.8,51.77,44.8,23.12,212.4,33.7,28.76,4.65,50.1,41.19,27.56,20.3,820.0,218.1,55.61333333333334,68.43,56.01,67.4,11,56.63,65.07,64.79333333333334,51.44,52.126666666666665,65.07,64.79333333333334,51.44,52.126666666666665
SNNPR,2021,325.1,58.21,55.09,45.4,24.19,229.2,30.07,33.98,4.91,47.4,44.06,25.22,24.1,515.0,226.9,56.02333333333333,70.86,55.43,67.55,11,56.01,67.4,66.67333333333333,51.77,52.76666666666667,67.4,66.67333333333333,51.77,52.76666666666667
SNNPR,2022,324.7,56.07,54.63,39.68,31.43,215.8,36.87,32.37,4.25,32.1,43.59,28.78,24.6,579.0,245.0,55.43,66.91,54.85,68.02,11,55.43,67.55,67.65666666666667,55.09,53.830000000000005,67.55,67.65666666666667,55.09,53.830000000000005
SNNPR,2023,326.7,56.63,55.37,44.8,25.88,166.1,34.56,36.91,4.39,51.6,41.5,28.27,19.8,505.0,233.8,54.20666666666667,70.43,52.34,66.9,11,54.85,68.02,67.49,54.63,55.03,68.02,67.49,54.63,55.03
Somali,2014,198.2,22.39,30.75,38.0,21.32,194.1,33.36,17.1,3.83,59.2,36.44,18.51,24.1,1054.0,156.7,84.64500000000001,87.92,86.42,34.52,12,82.87,31.02,32.77,28.93,29.84,31.02,32.77,28.93,29.84
Somali,2015,203.7,28.52,31.95,38.91,16.24,145.1,37.17,13.61,3.94,47.9,37.49,22.38,22.2,651.0,189.7,83.69666666666667,88.79,81.8,31.84,12,86.42,34.52,32.46,30.75,30.543333333333333,34.52,32.46,30.75,30.543333333333333
Somali,2016,201.9,25.84,32.83,30.82,19.9,244.8,35.11,13.61,4.69,40.3,33.54,19.02,21.0,607.0,154.7,84.57,87.99,85.49,39.63,12,81.8,31.84,35.330000000000005,31.95,31.843333333333334,31.84,35.330000000000005,31.95,31.843333333333334
Somali,2017,203.5,23.67,34.71,36.33,20.16,228.8,43.05,12.97,3.99,45.5,39.85,20.79,24.6,315.0,88.4,82.46999999999998,89.65,80.12,28.05,12,85.49,39.63,33.17333333333333,32.83,33.163333333333334,39.63,33.17333333333333,32.83,33.163333333333334
Somali,2018,204.0,22.73,30.04,35.29,22.33,196.2,37.48,8.99,3.77,37.0,38.4,18.89,23.6,428.0,161.4,82.37333333333333,90.78,81.51,36.81,12,80.12,28.05,34.83,34.71,32.526666666666664,28.05,34.83,34.71,32.526666666666664
Somali,2019,194.0,29.33,34.91,44.38,18.28,227.6,41.61,15.84,4.34,46.1,34.95,25.07,20.8,901.0,113.1,80.65333333333332,90.15,80.33,41.04,12,81.51,36.81,35.300000000000004,30.04,33.22,36.81,35.300000000000004,30.04,33.22
Somali,2020,196.8,30.28,35.22,42.96,22.88,162.7,36.49,19.69,4.45,45.5,43.39,22.13,22.4,582.0,167.0,81.49,86.75,82.63,39.08,12,80.33,41.04,38.97666666666667,34.91,33.38999999999999,41.04,38.97666666666667,34.91,33.38999999999999
Somali,2021,208.8,27.54,36.44,39.5,23.02,220.8,36.87,11.61,3.64,53.4,40.27,20.43,19.3,584.0,99.3,79.97333333333333,87.1,76.96,38.52,12,82.63,39.08,39.54666666666667,35.22,35.52333333333333,39.08,39.54666666666667,35.22,35.52333333333333
Somali,2022,213.8,24.66,37.75,45.06,21.26,209.1,34.63,16.27,4.95,50.8,42.69,21.21,19.0,758.0,196.2,79.49999999999999,86.42,78.91,39.34,12,76.96,38.52,38.98,36.44,36.47,38.52,38.98,36.44,36.47
Somali,2023,204.3,25.9,37.55,44.48,20.08,152.1,34.11,17.66,4.1,42.3,41.8,17.76,23.0,877.0,147.7,78.58,86.31,79.87,41.72,12,78.91,39.34,39.86000000000001,37.75,37.24666666666666,39.34,39.86000000000001,37.75,37.24666666666666
Tigray,2014,545.5,62.41,67.62,45.06,33.99,182.3,32.98,34.69,4.84,33.1,44.59,33.16,24.0,631.0,395.0,49.535,58.87,48.1,77.0,13,50.97,75.05,76.025,68.05,67.83500000000001,75.05,76.025,68.05,67.83500000000001
Tigray,2015,573.7,64.27,65.94,42.89,28.76,178.9,31.88,38.72,3.96,40.4,51.35,37.58,23.8,952.0,441.8,47.28666666666667,60.87,42.79,74.0,13,48.1,77.0,75.35000000000001,67.62,67.20333333333333,77.0,75.35000000000001,67.62,67.20333333333333
Tigray,2016,559.1,68.09,69.46,40.27,28.71,213.4,30.61,38.96,4.41,28.8,51.38,31.0,26.4,914.0,422.6,45.24666666666667,58.86,44.85,79.25,13,42.79,74.0,76.75,65.94,67.67333333333333,74.0,76.75,65.94,67.67333333333333
Tigray,2017,548.6,70.87,69.71,53.41,28.53,193.9,29.93,34.62,5.56,49.3,49.14,30.69,22.7,817.0,450.7,44.95000000000001,59.76,47.21,80.27,13,44.85,79.25,77.83999999999999,69.46,68.36999999999999,79.25,77.83999999999999,69.46,68.36999999999999
Tigray,2018,573.2,70.92,72.74,46.34,31.48,117.5,30.66,37.6,5.51,32.8,45.77,33.09,18.0,950.0,378.0,43.843333333333334,55.88,39.47,83.45,13,47.21,80.27,80.99,69.71,70.63666666666666,80.27,80.99,69.71,70.63666666666666
Tigray,2019,550.4,66.71,70.8,53.22,27.05,194.8,20.89,37.74,4.31,44.1,51.4,30.78,20.0,840.0,437.6,43.64666666666667,58.28,44.26,77.7,13,39.47,83.45,80.47333333333333,72.74,71.08333333333333,83.45,80.47333333333333,72.74,71.08333333333333
Tigray,2020,585.4,63.33,52.75,54.97,29.51,164.5,26.66,38.78,5.35,45.4,54.42,31.25,19.7,232.0,415.7,50.099999999999994,59.78,66.57,66.71,13,44.26,77.7,75.95333333333333,70.8,65.43,77.7,75.95333333333333,70.8,65.43
Tigray,2021,565.5,70.7,52.14,53.53,34.75,158.5,31.1,45.23,4.5,42.1,50.12,36.54,22.9,839.0,409.4,58.97333333333333,61.19,66.09,68.36,13,66.57,66.71,70.92333333333333,52.75,58.56333333333333,66.71,70.92333333333333,52.75,58.56333333333333
Tigray,2022,573.1,70.04,52.15,54.11,29.37,149.0,29.57,40.49,3.96,47.4,54.55,34.39,18.9,771.0,426.6,63.81999999999999,58.46,58.8,65.52,13,66.09,68.36,66.86333333333333,52.14,52.346666666666664,68.36,66.86333333333333,52.14,52.346666666666664
Tigray,2023,573.5,67.91,55.39,45.69,36.68,158.3,31.58,40.36,5.12,35.9,50.04,41.26,21.8,844.0,477.0,62.03,59.89,61.2,68.35,13,58.8,65.52,67.41000000000001,52.15,53.22666666666667,65.52,67.41000000000001,52.15,53.22666666666667
