Annee,Region,Insuffisance_ponderale,Malnutrition_chronique,Malnutrition_aigue,Temp_max_moy,Temp_max_abs,Temp_min_moy,Temp_min_abs,Precipitation_annuelle_mm,Precipitation_max_jour_mm,Humidite_max_moy,Vent_max_kmh,Vent_moy_kmh,Pression_max_moy,Couverture_nuageuse_moy,UV_moy,Ensoleillement_total_h,Ensoleillement_moy_h_jour,Nb_jours_pluie,Nb_jours_chaud,Precip_saison_cyclonique_mm,Vent_max_saison_cyclonique,Nb_jours_vent_fort_cyclone,Precip_saison_seche_mm,Temp_max_seche,Croissance_PIB_pct,Inflation_moy_pct,Chomage_national_pct,Pauvrete_national_pct,Production_riz_paddy_tonnes,Production_cafe_tonnes,Import_miel_tons,Export_miel_tons,Cout_alimentation_saine_PPA,Cout_legumes_PPA,Cout_fruits_PPA,Pop_rgph3_2018,Pop_estimee,Superficie_km2,Densite_pop,Cycl_nbre_cyclones,Cycl_sinistres_total,Cycl_decedes_total,Cycl_max_categorie_Saffir,Annee_sin,Annee_cos,Insuffisance_ponderale_lag1,Insuffisance_ponderale_delta,Insuffisance_ponderale_ma3,Malnutrition_chronique_lag1,Malnutrition_chronique_delta,Malnutrition_chronique_ma3,Malnutrition_aigue_lag1,Malnutrition_aigue_delta,Malnutrition_aigue_ma3,Insuffisance_ponderale_moy_region,Insuffisance_ponderale_std_region,Malnutrition_chronique_moy_region,Malnutrition_chronique_std_region,Malnutrition_aigue_moy_region,Malnutrition_aigue_std_region,Stress_thermique,Amplitude_thermique,Indice_vuln_cyclone,R_Alaotra Mangoro,R_Amoron'i Mania,R_Analamanga,R_Analanjirofo,R_Androy,R_Anosy,R_Atsimo-Andrefana,R_Atsinanana,R_Betsiboka,R_Boeny,R_Bongolava,R_Diana,R_Haute Matsiatra,R_Ihorombe,R_Itasy,R_Melaky,R_Menabe,R_Sava,R_Sofia,R_Vakinankaratra,R_Vatovavy Fitovinany,PIB_Agriculture_MrdAr,Part_Agriculture_PIB_pct,PIB_Agriculture_croissance_pct,Pluie_APIPA_mm,Pluie_APIPA_max_jour_mm,Debit_max_APIPA_m3s,Debit_moy_APIPA_m3s,Chomage_2010_pct,Chomage_2012_pct,Sous_emploi_inadequat_2012_pct,Sous_emploi_duree_2012_pct,Source_enquete,FAO_stunted_children_pct,FAO_wasting_children_pct,Food_supply_variability_kcal,Pauvrete_region_2021_pct,Pauvrete_region_2010_pct,Pauvrete_region_est_pct,Acces_eau_potable_pct,Assainissement_ameliore_pct,Alpha_tisation_pct,Scolarisation_primaire_net_pct,Couverture_sanitaire_CSB2_10000hab,Vaccination_DTC3_pct,GDP_per_capita_PPP_const2017,FAO_acces_eau_base_pct,FAO_assainissement_base_pct,FAO_eau_securisee_pct,FAO_assainissement_securise_pct,Anemie_femmes_15_49_pct,Allaitement_exclusif_0_5m_pct,Faible_poids_naissance_pct,Stabilite_politique_index,Prod_alimentaire_variability,Besoins_energetiques_kcal_j,Besoins_energetiques_min_kcal_j,CV_consommation_calorique,Pertes_caloriques_detail_pct,Nb_enfants_retard_croissance_M,Nb_enfants_emaciation_M,Nb_nouveau_ne_faible_poids_M,Densite_ferree_km_100km2,Mais_prod_nationale_tonnes,Mais_surface_ha,Mais_rendement_hg_ha,Manioc_prod_nationale_tonnes,Manioc_surface_ha,Manioc_rendement_hg_ha,Manioc_par_habitant_kg,Riz_paddy_prod_nationale_tonnes,Riz_par_habitant_kg,Kcal_dispo_riz_manioc_par_jour,R_Atsimo-Atsinanana
2018,Boeny,29.0,34.4,8.9,31.22465753424657,35.0,23.61917808219178,19.0,2061.5,101.9,73.75068493150685,32.0,17.438356164383563,1014.8712328767124,20.36130136986301,6.586301369863014,3938.3,10.78986301369863,235.0,0.0,1890.0,31.0,0.0,67.8,31.282608695652176,4.6,8.6,4.2,75.3,142000.0,60114.0,5.59,93.6,3.18,,,1830000.0,1830000.0,30100.0,60.79734219269103,2,0,0,2,-0.2817325568414294,-0.9594929736144976,29.0,0.0,29.0,34.4,0.0,34.4,8.9,0.0,8.9,25.874074297913943,3.821427677655512,32.72725912636698,3.204071148364072,10.849824614670956,1.868606505541536,15.14657168772572,7.605479452054794,1.493,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3309.0533149764565,1665.830970966667,3.1802406125124527,,,,,3.1,1.6,79.93,6.4,MICS_2018,42.4,6.4,25.0,56.3,52.7,55.31818181818182,52.1,21.8,62.7,71.3,1.1,63.5,1557.3,51.6,11.5,19.2,9.7,37.7,50.6,18.9,-0.58,2.5,2159.0,1692.0,0.28,1.67,1.7,0.3,0.2,0.1,215000.0,122963.0,17485.0,2500000.0,319450.0,78260.0,95.9471906662573,4030000,154.66687135400676,1903.6974104247545,0
2019,Boeny,21.1,28.8,12.4,30.613698630136987,35.0,23.83561643835617,18.0,2090.0,98.3,76.06575342465753,52.0,18.36986301369863,1014.7424657534248,22.476712328767125,6.441095890410959,3912.1,10.71808219178082,245.0,0.0,1837.4,52.0,1.0,97.4,30.13043478260869,5.0,6.3,4.0,75.2,143500.0,65760.0,11.2,92.5,3.21,,,1830000.0,1880190.46167911,30100.0,62.46479939133256,2,0,0,1,-0.7557495743542582,-0.6548607339452852,29.0,-7.899999999999999,26.366666666666664,34.4,-5.599999999999998,32.53333333333333,8.9,3.5,10.066666666666668,25.874074297913943,3.821427677655512,32.72725912636698,3.204071148364072,10.849824614670956,1.868606505541536,14.64770269384545,6.778082191780822,1.156,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3560.435825605637,1745.795143860416,7.596810528601883,,,,,3.1,1.6,79.93,6.4,EDSM_2021,41.4,,20.0,56.3,52.7,55.64545454545454,52.1,21.8,62.7,71.3,1.1,63.5,1585.5,52.5,11.9,19.9,10.1,37.8,,18.8,-0.32,3.0,2163.0,1695.0,0.28,1.67,1.7,,0.2,0.1,219220.0,126258.0,17363.0,2913862.0,369977.0,78758.0,108.84550003093987,3910629,146.0791104522089,1877.889552417082,0
2020,Boeny,21.1,28.8,12.4,30.47814207650273,34.0,22.89344262295082,17.0,1599.0,108.8,74.1311475409836,40.0,18.84153005464481,1014.6065573770492,30.037909836065573,6.442622950819672,3740.9,10.22103825136612,198.0,0.0,1524.7,40.0,0.0,44.3,30.23913043478261,5.5,7.2,4.5,77.4,,,0.98,102.5,3.2,,,1830000.0,1930311.214383666,30100.0,64.1299406771982,3,0,0,2,-0.9898214418809328,-0.1423148382732852,21.1,0.0,23.73333333333333,28.8,0.0,30.666666666666668,12.4,0.0,11.233333333333334,25.874074297913943,3.821427677655512,32.72725912636698,3.204071148364072,10.849824614670956,1.868606505541536,19.060751767669,7.584699453551913,1.82,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3583.02095770052,1996.883604241949,0.6343361656024449,,,,,3.1,1.6,79.93,6.4,EDSM_2021,40.4,,22.0,56.3,52.7,55.97272727272727,52.1,21.8,62.7,71.3,1.1,63.5,1436.2,53.4,12.3,20.5,10.4,,,18.7,-0.53,4.2,2167.0,1697.0,0.28,1.67,1.6,,0.2,0.1,224883.0,127026.0,17704.0,2599679.0,328226.0,79204.0,94.58793328879533,4227927,153.830867974814,1889.7225511614288,0
2021,Boeny,21.1,28.8,12.4,31.12602739726028,37.0,22.86575342465753,18.0,1761.3,223.8,75.34520547945205,35.0,18.673972602739727,1015.3616438356164,31.21541095890411,6.476712328767123,3745.2,10.26082191780822,200.0,14.0,1670.2,31.0,0.0,49.5,31.18478260869565,6.0,5.5,5.0,78.0,,,,,3.34,0.41,0.43,1830000.0,1981617.019655645,30100.0,65.83445248025399,2,3000,5,2,-0.9096319953545186,0.415415013001886,21.1,0.0,21.1,28.8,0.0,28.8,12.4,0.0,12.4,25.874074297913943,3.821427677655512,32.72725912636698,3.204071148364072,10.849824614670956,1.868606505541536,17.672189517549693,8.26027397260274,1.493,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,3.1,1.6,79.93,6.4,EDSM_2021,39.4,7.2,15.0,56.3,52.7,56.3,52.1,21.8,62.7,71.3,1.1,63.5,1463.6,,,,,,54.4,,-0.64,,2184.0,1709.0,0.28,1.67,1.6,0.3,,,232026.0,126200.0,18386.0,2439642.0,306295.0,79650.0,86.46686673995505,4391386,155.6414375821142,1871.484981702268,0
2022,Boeny,21.1,28.8,12.4,31.46301369863014,36.0,22.216438356164385,17.0,1620.6,188.2,75.81369863013698,45.0,19.035616438356165,1015.3561643835616,31.235958904109587,6.517808219178082,3700.4,10.138082191780825,195.0,2.0,1547.6,45.0,0.0,50.2,32.10326086956522,3.8,10.6,5.5,77.5,,,,,3.65,,,1830000.0,2033898.750571385,30100.0,67.57138706217226,4,0,0,4,-0.5406408174555974,0.8412535328311812,21.1,0.0,21.1,28.8,0.0,28.8,12.4,0.0,12.4,25.874074297913943,3.821427677655512,32.72725912636698,3.204071148364072,10.849824614670956,1.868606505541536,19.414422867228275,9.246575342465754,2.935,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,3.1,1.6,79.93,6.4,EDSM_2021,38.6,7.2,,56.3,52.7,56.62727272727272,52.1,21.8,62.7,71.3,1.1,63.5,,,,,,,,,,,2187.0,1711.0,0.3,1.67,1.6,,,,,,,,,,,4200000,145.03182270084608,1390.716108090305,0
2012,Bongolava,30.969400035806657,51.41106026640499,7.457429649683746,29.453551912568305,33.0,22.8551912568306,18.0,2364.5,104.8,79.50273224043715,43.0,19.39890710382513,1014.2950819672132,19.979508196721312,6.382513661202186,3923.3,10.719398907103823,216.0,0.0,2048.5,43.0,0.0,96.4,28.96195652173913,3.1,6.1,5.4,71.5,,66900.0,1.54,20.2,,,,733000.0,622485.9820204176,27800.0,22.39158208706538,2,0,0,1,0.0,1.0,,,30.969400035806657,,,51.41106026640499,,,7.457429649683746,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,12.456566679030791,6.598360655737704,1.129,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3502.0987811488167,2090.852667066967,,,,,,1.7,0.1,81.31,11.5,ENSOMD_2012,47.3,7.5,21.0,64.2,61.5,61.990909090909085,35.6,8.2,48.5,65.8,0.7,48.2,1497.0,46.2,9.1,15.5,7.7,37.5,41.9,19.5,-0.54,4.6,2133.0,1675.0,0.28,1.69,1.7,0.3,0.2,0.1,447948.0,269997.0,16591.0,3621309.0,475658.0,76133.0,163.65611496037585,4550649,205.65534062084168,2689.4341811220474,0
2013,Bongolava,30.969400035806657,51.41106026640499,7.457429649683746,29.797260273972604,33.0,22.975342465753425,17.0,1820.1,134.0,79.0054794520548,33.0,18.75068493150685,1014.917808219178,18.360958904109587,6.323287671232877,3940.3,10.795342465753423,209.0,0.0,1606.6,32.0,0.0,96.4,29.13586956521739,2.3,5.5,1.3,72.0,,63750.0,1.78,34.5,,,,733000.0,640104.5634618314,27800.0,23.0253440094184,3,0,0,2,0.5406408174555976,0.8412535328311812,30.969400035806657,0.0,30.969400035806657,51.41106026640499,0.0,51.41106026640499,7.457429649683746,0.0,7.457429649683746,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,16.371221511989784,6.82191780821918,1.796,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3222.9938264013444,1869.6956328105864,-7.96964826491603,,,,,1.7,0.1,81.31,11.5,ENSOMD_2012,46.5,,24.0,64.2,61.5,62.23636363636364,35.6,8.2,48.5,65.8,0.7,48.2,1491.1,47.1,9.5,16.1,8.1,37.4,,19.4,-0.66,3.9,2137.0,1678.0,0.28,1.67,1.7,,0.2,0.1,380848.0,229684.0,16581.0,3114578.0,401316.0,77609.0,136.8814248515654,3610626,158.68205306982463,2121.6368917997006,0
2014,Bongolava,31.3,52.1,7.1,29.775342465753425,34.0,23.03013698630137,17.0,1444.0,199.7,78.55068493150685,52.0,19.77260273972603,1015.0657534246576,20.34554794520548,6.468493150684932,3897.5,10.678082191780822,189.0,0.0,1332.1,52.0,1.0,58.7,29.33152173913044,3.3,7.2,1.5,72.5,,49223.0,1.55,16.8,,,,733000.0,658281.5785463965,27800.0,23.67919347289196,4,45000,68,3,0.9096319953545184,0.4154150130018864,30.969400035806657,0.3305999641933432,31.079600023871105,51.41106026640499,0.6889397335950136,51.64070684426999,7.457429649683746,-0.3574296496837466,7.338286433122498,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,20.620043258832013,6.745205479452057,2.5560000000000005,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3247.217788854804,1845.951058261545,0.7515981648809733,,,,,1.7,0.1,81.31,11.5,MICS_2018,45.7,,35.0,64.2,61.5,62.48181818181818,35.6,8.2,48.5,65.8,0.7,48.2,1500.9,48.0,9.9,16.7,8.4,37.4,,19.4,-0.56,10.5,2142.0,1681.0,0.28,1.67,1.7,,0.2,0.1,366172.0,217542.0,16832.0,2929743.0,376323.0,77852.0,125.20280318296454,3977863,169.99429584021428,2178.91649461231,0
2015,Bongolava,31.3,52.1,7.1,30.676712328767124,34.0,23.528767123287672,18.0,1461.3,77.3,75.25753424657535,38.0,18.32876712328768,1015.1561643835616,23.577397260273973,6.526027397260274,3887.5,10.650684931506849,233.0,0.0,1356.3,38.0,0.0,77.5,30.657608695652176,3.3,8.2,1.8,73.0,,47507.0,2.71,53.6,,,,733000.0,676905.3405454822,27800.0,24.349112969261952,3,0,0,1,0.9898214418809328,-0.142314838273285,31.3,0.0,31.18980001193556,52.1,0.0,51.870353422135,7.1,0.0,7.219143216561249,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,20.992754621752635,7.147945205479452,1.4139999999999997,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3155.481221746184,1718.2949329657465,-2.8250820571222857,,,,,1.7,0.1,81.31,11.5,MICS_2018,45.0,,52.0,64.2,61.5,62.72727272727272,35.6,8.2,48.5,65.8,0.7,48.2,1508.4,48.9,10.3,17.3,8.7,37.4,,19.3,-0.43,11.0,2147.0,1684.0,0.28,1.67,1.7,,0.2,0.1,329367.0,192137.0,17142.0,2676952.0,346550.0,77246.0,111.25226780008892,3722304,154.69637163510671,1971.071038912372,0
2016,Bongolava,31.3,52.1,7.1,30.37158469945356,34.0,23.098360655737704,17.0,1847.9,258.5,75.24590163934427,36.0,18.30327868852459,1015.8524590163936,21.5099043715847,6.439890710382514,3943.3,10.774043715846991,244.0,0.0,1695.0,36.0,0.0,83.8,29.75,4.2,6.9,2.0,74.0,,53093.0,2.72,57.1,,,,733000.0,695082.3556300472,27800.0,25.002962432735508,3,10000,15,3,0.7557495743542583,-0.654860733945285,31.3,0.0,31.3,52.1,0.0,52.1,7.1,0.0,7.1,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,16.435729584638537,7.2732240437158495,2.208,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3184.2017671732337,1616.7507251586012,0.910179570365388,,,,,1.7,0.1,81.31,11.5,MICS_2018,44.2,,69.0,64.2,61.5,62.97272727272727,35.6,8.2,48.5,65.8,0.7,48.2,1528.6,49.8,10.7,17.9,9.1,37.5,,19.2,-0.29,11.2,2151.0,1687.0,0.28,1.67,1.7,,0.2,,316331.0,182758.0,17309.0,2629478.0,342723.0,76723.0,106.42153195622512,3815849,154.4369248549065,1947.4073647181729,0
2017,Bongolava,31.3,52.1,7.1,31.08219178082192,35.0,23.84109589041096,19.0,1722.1,46.6,74.28767123287672,34.0,17.235616438356164,1015.0575342465752,20.279794520547945,6.542465753424658,3936.9,10.786027397260272,255.0,0.0,1492.9,34.0,0.0,163.9,30.98369565217392,4.1,8.4,2.5,75.0,,59602.0,3.19,58.7,3.08,,,733000.0,713957.4127685509,27800.0,25.681921322609742,3,83000,80,4,0.2817325568414296,-0.9594929736144974,31.3,0.0,31.3,52.1,0.0,52.1,7.1,0.0,7.1,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,18.049005156972253,7.241095890410961,2.602,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3207.061056780647,1661.9746049336782,0.71789702031686,,,,,1.7,0.1,81.31,11.5,MICS_2018,43.4,,59.0,64.2,61.5,63.21818181818182,35.6,8.2,48.5,65.8,0.7,48.2,1548.2,50.7,11.1,18.5,9.4,37.5,,19.0,-0.3,10.1,2155.0,1690.0,0.28,1.67,1.7,,0.2,,281487.0,161716.0,17406.0,2522722.0,328799.0,76725.0,99.40158663107492,3600500,141.86874838574573,1796.1182409858354,0
2018,Bongolava,31.3,52.1,7.1,31.22465753424657,35.0,23.61917808219178,19.0,2061.5,101.9,73.75068493150685,32.0,17.438356164383563,1014.8712328767124,20.36130136986301,6.586301369863014,3938.3,10.78986301369863,235.0,0.0,1890.0,31.0,0.0,67.8,31.282608695652176,4.6,8.6,4.2,75.3,224000.00000000003,60114.0,5.59,93.6,3.18,,,733000.0,733000.0,27800.0,26.366906474820144,2,0,0,2,-0.2817325568414294,-0.9594929736144976,31.3,0.0,31.3,52.1,0.0,52.1,7.1,0.0,7.1,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,15.14657168772572,7.605479452054794,1.493,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3309.0533149764565,1665.830970966667,3.1802406125124527,,,,,1.7,0.1,81.31,11.5,MICS_2018,42.4,6.4,25.0,64.2,61.5,63.46363636363637,35.6,8.2,48.5,65.8,0.7,48.2,1557.3,51.6,11.5,19.2,9.7,37.7,50.6,18.9,-0.58,2.5,2159.0,1692.0,0.28,1.67,1.7,0.3,0.2,0.1,215000.0,122963.0,17485.0,2500000.0,319450.0,78260.0,95.9471906662573,4030000,154.66687135400676,1903.6974104247545,0
2019,Bongolava,25.7,37.6,7.4,30.613698630136987,35.0,23.83561643835617,18.0,2090.0,98.3,76.06575342465753,52.0,18.36986301369863,1014.7424657534248,22.476712328767125,6.441095890410959,3912.1,10.71808219178082,245.0,0.0,1837.4,52.0,1.0,97.4,30.13043478260869,5.0,6.3,4.0,75.2,260000.0,65760.0,11.2,92.5,3.21,,,733000.0,753103.6111534359,27800.0,27.090057955159565,2,0,0,1,-0.7557495743542582,-0.6548607339452852,31.3,-5.600000000000001,29.433333333333337,52.1,-14.5,47.26666666666667,7.1,0.3000000000000007,7.2,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,14.64770269384545,6.778082191780822,1.156,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3560.435825605637,1745.795143860416,7.596810528601883,,,,,1.7,0.1,81.31,11.5,EDSM_2021,41.4,,20.0,64.2,61.5,63.70909090909091,35.6,8.2,48.5,65.8,0.7,48.2,1585.5,52.5,11.9,19.9,10.1,37.8,,18.8,-0.32,3.0,2163.0,1695.0,0.28,1.67,1.7,,0.2,0.1,219220.0,126258.0,17363.0,2913862.0,369977.0,78758.0,108.84550003093987,3910629,146.0791104522089,1877.889552417082,0
2020,Bongolava,25.7,37.6,7.4,30.47814207650273,34.0,22.89344262295082,17.0,1599.0,108.8,74.1311475409836,40.0,18.84153005464481,1014.6065573770492,30.037909836065573,6.442622950819672,3740.9,10.22103825136612,198.0,0.0,1524.7,40.0,0.0,44.3,30.23913043478261,5.5,7.2,4.5,77.4,,,0.98,102.5,3.2,,,733000.0,773179.3006247142,27800.0,27.81220505844296,3,0,0,2,-0.9898214418809328,-0.1423148382732852,25.7,0.0,27.566666666666663,37.6,0.0,42.43333333333334,7.4,0.0,7.3,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,19.060751767669,7.584699453551913,1.82,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3583.02095770052,1996.883604241949,0.6343361656024449,,,,,1.7,0.1,81.31,11.5,EDSM_2021,40.4,,22.0,64.2,61.5,63.95454545454546,35.6,8.2,48.5,65.8,0.7,48.2,1436.2,53.4,12.3,20.5,10.4,,,18.7,-0.53,4.2,2167.0,1697.0,0.28,1.67,1.6,,0.2,0.1,224883.0,127026.0,17704.0,2599679.0,328226.0,79204.0,94.58793328879533,4227927,153.830867974814,1889.7225511614288,0
2021,Bongolava,25.7,37.6,7.4,31.12602739726028,37.0,22.86575342465753,18.0,1761.3,223.8,75.34520547945205,35.0,18.673972602739727,1015.3616438356164,31.21541095890411,6.476712328767123,3745.2,10.26082191780822,200.0,14.0,1670.2,31.0,0.0,49.5,31.18478260869565,6.0,5.5,5.0,78.0,,,,,3.34,0.41,0.43,733000.0,793729.6586926711,27800.0,28.551426571678817,2,3000,5,2,-0.9096319953545186,0.415415013001886,25.7,0.0,25.7,37.6,0.0,37.6,7.4,0.0,7.4,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,17.672189517549693,8.26027397260274,1.493,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,1.7,0.1,81.31,11.5,EDSM_2021,39.4,7.2,15.0,64.2,61.5,64.2,35.6,8.2,48.5,65.8,0.7,48.2,1463.6,,,,,,54.4,,-0.64,,2184.0,1709.0,0.28,1.67,1.6,0.3,,,232026.0,126200.0,18386.0,2439642.0,306295.0,79650.0,86.46686673995505,4391386,155.6414375821142,1871.484981702268,0
2022,Bongolava,25.7,37.6,7.4,31.46301369863014,36.0,22.216438356164385,17.0,1620.6,188.2,75.81369863013698,45.0,19.035616438356165,1015.3561643835616,31.235958904109587,6.517808219178082,3700.4,10.138082191780825,195.0,2.0,1547.6,45.0,0.0,50.2,32.10326086956522,3.8,10.6,5.5,77.5,,,,,3.65,,,733000.0,814670.9203108334,27800.0,29.304709363699043,4,0,0,4,-0.5406408174555974,0.8412535328311812,25.7,0.0,25.7,37.6,0.0,37.6,7.4,0.0,7.4,29.203527279237573,2.7804930518657707,46.70201095752818,7.220998083256548,7.274078118124317,0.1679811911016676,19.414422867228275,9.246575342465754,2.935,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,1.7,0.1,81.31,11.5,EDSM_2021,38.6,7.2,,64.2,61.5,64.44545454545454,35.6,8.2,48.5,65.8,0.7,48.2,,,,,,,,,,,2187.0,1711.0,0.3,1.67,1.6,,,,,,,,,,,4200000,145.03182270084608,1390.716108090305,0
2012,Diana,17.79827470674899,22.25525827606304,6.584669638142357,27.364754098360656,31.0,23.817850637522767,19.0,17843.8,285.2,81.33424408014572,63.0,18.68761384335155,1014.83014571949,27.97444216757741,6.271402550091075,24262.4,11.048451730418943,1856.0,0.0,13855.5,63.0,2.0,2103.6,26.326992753623188,3.1,6.1,5.4,71.5,,66900.0,1.54,20.2,,,,967000.0,821205.9271674539,19600.0,41.89826159017622,2,0,0,1,0.0,1.0,,,17.79827470674899,,,22.25525827606304,,,6.584669638142357,15.045140855772544,3.526021383987958,25.573683322920555,4.242722901124607,6.306303570571337,1.327088411551347,1.5335721145922203,3.546903460837889,1.189,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3502.0987811488167,2090.852667066967,,,,,,7.4,2.7,68.31,4.8,ENSOMD_2012,47.3,7.5,21.0,35.8,33.2,33.67272727272727,65.3,32.5,72.8,78.5,1.3,75.2,1497.0,46.2,9.1,15.5,7.7,37.5,41.9,19.5,-0.54,4.6,2133.0,1675.0,0.28,1.69,1.7,0.3,0.2,0.1,447948.0,269997.0,16591.0,3621309.0,475658.0,76133.0,163.65611496037585,4550649,205.65534062084168,2689.4341811220474,0
2013,Diana,17.79827470674899,22.25525827606304,6.584669638142357,27.489497716894977,32.0,23.812328767123287,18.0,13081.5,209.4,80.98904109589041,62.0,18.6703196347032,1015.3488584474886,25.26569634703196,6.289041095890411,24383.8,11.134155251141552,1776.0,0.0,10345.7,62.0,1.0,1594.9,26.205615942028984,2.3,5.5,1.3,72.0,,63750.0,1.78,34.5,,,,967000.0,844448.9943623343,19600.0,43.08413236542522,3,0,0,2,0.5406408174555976,0.8412535328311812,17.79827470674899,0.0,17.79827470674899,22.25525827606304,0.0,22.25525827606304,6.584669638142357,0.0,6.584669638142357,15.045140855772544,3.526021383987958,25.573683322920555,4.242722901124607,6.306303570571337,1.327088411551347,2.101402569804302,3.6771689497716906,1.886,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3222.9938264013444,1869.6956328105864,-7.96964826491603,,,,,7.4,2.7,68.31,4.8,ENSOMD_2012,46.5,,24.0,35.8,33.2,33.90909090909091,65.3,32.5,72.8,78.5,1.3,75.2,1491.1,47.1,9.5,16.1,8.1,37.4,,19.4,-0.66,3.9,2137.0,1678.0,0.28,1.67,1.7,,0.2,0.1,380848.0,229684.0,16581.0,3114578.0,401316.0,77609.0,136.8814248515654,3610626,158.68205306982463,2121.6368917997006,0
2014,Diana,17.5,30.0,5.0,27.67625570776256,32.0,24.048858447488584,20.0,11067.5,139.8,80.98356164383561,42.0,18.83652968036529,1015.5182648401826,27.189212328767123,6.368036529680365,24222.0,11.06027397260274,1777.0,0.0,8127.6,35.0,0.0,2098.9,26.71286231884058,3.3,7.2,1.5,72.5,,49223.0,1.55,16.8,,,,967000.0,868428.7673320128,19600.0,44.30759017000065,4,45000,68,3,0.9096319953545184,0.4154150130018864,17.79827470674899,-0.298274706748991,17.69884980449933,22.25525827606304,7.744741723936958,24.8368388507087,6.584669638142357,-1.5846696381423566,6.056446425428238,15.045140855772544,3.526021383987958,25.573683322920555,4.242722901124607,6.306303570571337,1.327088411551347,2.500678175537616,3.627397260273973,2.5050000000000003,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3247.217788854804,1845.951058261545,0.7515981648809733,,,,,7.4,2.7,68.31,4.8,MICS_2018,45.7,,35.0,35.8,33.2,34.14545454545455,65.3,32.5,72.8,78.5,1.3,75.2,1500.9,48.0,9.9,16.7,8.4,37.4,,19.4,-0.56,10.5,2142.0,1681.0,0.28,1.67,1.7,,0.2,0.1,366172.0,217542.0,16832.0,2929743.0,376323.0,77852.0,125.20280318296454,3977863,169.99429584021428,2178.91649461231,0
2015,Diana,17.5,30.0,5.0,27.769406392694066,32.0,24.45205479452055,17.0,17872.8,146.5,79.17716894977168,43.0,18.60593607305936,1015.7073059360732,32.543150684931504,6.287214611872146,23628.3,10.78917808219178,1938.0,0.0,13890.4,43.0,0.0,3037.2,26.84692028985508,3.3,8.2,1.8,73.0,,47507.0,2.71,53.6,,,,967000.0,892997.9049215298,19600.0,45.56111759803724,3,0,0,1,0.9898214418809328,-0.142314838273285,17.5,0.0,17.599424902249662,30.0,0.0,27.418419425354347,5.0,0.0,5.52822321271412,15.045140855772544,3.526021383987958,25.573683322920555,4.242722901124607,6.306303570571337,1.327088411551347,1.5537244523910112,3.317351598173513,1.4289999999999998,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3155.481221746184,1718.2949329657465,-2.8250820571222857,,,,,7.4,2.7,68.31,4.8,MICS_2018,45.0,,52.0,35.8,33.2,34.381818181818176,65.3,32.5,72.8,78.5,1.3,75.2,1508.4,48.9,10.3,17.3,8.7,37.4,,19.3,-0.43,11.0,2147.0,1684.0,0.28,1.67,1.7,,0.2,0.1,329367.0,192137.0,17142.0,2676952.0,346550.0,77246.0,111.25226780008892,3722304,154.69637163510671,1971.071038912372,0
